gruppo	nomeGruppo	senatore	nome	cognome	carica	inizioAdesione	legislatura
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29108	Gianni Pietro	Girotto	Membro	2013-03-19	17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29091	Giovanni	Endrizzi	Membro	2017-12-21	17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29127	Giovanna	Mangili	Membro	2017-10-05	17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29074	Roberto	Cotti	Membro	2016-02-02	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/23008	Maria Paola	Merloni	Membro	2014-12-18	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29100	Vittorio	Fravezzi	Membro	2017-04-05	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29155	Francesco	Palermo	Membro	2013-03-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/2553	Karl	Zeller	Presidente	2013-03-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29169	Lucio	Romano	Membro	2014-12-03	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/1686	Riccardo	Nencini	Membro	2014-03-26	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30512	Renzo	Piano	Membro	2015-03-18	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29148	Andrea	Olivero	Membro	2014-12-03	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/1672	Giorgio	Napolitano	Membro	2015-01-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29156	Franco	Panizza	Vicepresidente	2017-04-05	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29045	Hans	Berger	Segretario	2013-03-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30511	Elena	Cattaneo	Membro	2013-11-27	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29115	Albert	Laniece	Vicepresidente	2013-03-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30510	Carlo	Rubbia	Membro	2013-11-27	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29121	Fausto	Longo	Membro	2013-03-19	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/17879	Enrico	Buemi	Membro	2017-12-21	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29149	Luis Alberto	Orellana	Membro	2015-10-21	17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29196	Claudio	Zin	Vicepresidente	2013-07-09	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/30913	Domenico	Auricchio	Membro	2017-06-28	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/25539	Roberto	Cassinelli	Membro	2017-04-20	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29135	Mario	Mauro	Membro	2017-03-08	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/22899	Remigio	Ceroni	Membro	2013-03-19	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29163	Giovanni	Piccoli	Membro	2017-10-31	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/23035	Paola	Pelino	Vicepresidente	2014-02-05	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29103	Paolo	Galimberti	Membro	2013-03-19	17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29210	Sante	Zuffada	Membro	2013-03-19	17
