gruppo	nomeGruppo	senatore	nome	cognome	carica	inizioAdesione	fineAdesione	legislatura	provenance	urlscheda
http://dati.senato.it/gruppo/49	Partito Democratico	29119	Sergio	Lo Giudice	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029119.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25511	Stefano	Esposito	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025511.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29097	Rosanna	Filippin	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029097.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29047	Amedeo	Bianco	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029047.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29092	Camilla	Fabbri	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029092.htm
http://dati.senato.it/gruppo/49	Partito Democratico	12379	Marco	Minniti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00012379.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29162	Stefania	Pezzopane	Membro	2013-03-22	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029162.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29165	Francesca	Puglisi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029165.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29060	Laura	Cantini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029060.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29170	Gianluca	Rossi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029170.htm
http://dati.senato.it/gruppo/49	Partito Democratico	18499	Monica	Cirinna'	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00018499.htm
http://dati.senato.it/gruppo/49	Partito Democratico	22706	Silvana	Amati	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022706.htm
http://dati.senato.it/gruppo/49	Partito Democratico	23080	Salvatore	Tomaselli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00023080.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29094	Emma	Fattorini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029094.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25224	Gian Carlo	Sangalli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025224.htm
http://dati.senato.it/gruppo/49	Partito Democratico	22740	Marco	Filippi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022740.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29098	Elena	Fissore	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029098.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29157	Annamaria	Parente	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029157.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29184	Maria	Spilabotte	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029184.htm
http://dati.senato.it/gruppo/49	Partito Democratico	2430	Mario	Tronti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002430.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29153	Giorgio	Pagliari	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029153.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29144	Claudio	Moscardelli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029144.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29062	Valeria	Cardinali	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029062.htm
http://dati.senato.it/gruppo/49	Partito Democratico	22770	Leana	Pignedoli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022770.htm
http://dati.senato.it/gruppo/49	Partito Democratico	20658	Luigi	Zanda	Presidente	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00020658.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29145	Massimo	Mucchetti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029145.htm
http://dati.senato.it/gruppo/49	Partito Democratico	28924	Francesco	Verducci	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00028924.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29182	Pasquale	Sollo	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029182.htm
http://dati.senato.it/gruppo/49	Partito Democratico	21507	Mauro Maria	Marino	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00021507.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29057	Massimo	Caleo	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029057.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29035	Donatella	Albano	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029035.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29151	Venera	Padua	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029151.htm
http://dati.senato.it/gruppo/49	Partito Democratico	16924	Vannino	Chiti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00016924.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29072	Stefano	Collina	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029072.htm
http://dati.senato.it/gruppo/49	Partito Democratico	17663	Sergio	Zavoli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017663.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29195	Magda Angela	Zanoni	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029195.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29192	Stefano	Vaccari	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029192.htm
http://dati.senato.it/gruppo/49	Partito Democratico	17769	Roberto	Ruta	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017769.htm
http://dati.senato.it/gruppo/49	Partito Democratico	26041	Valeria	Fedeli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00026041.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25466	Donella	Mattesini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025466.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29194	Vito	Vattuone	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029194.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29176	Francesco	Scalia	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029176.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29175	Giorgio	Santini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029175.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29105	Francesco	Giacobbe	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029105.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29180	Annalisa	Silvestro	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029180.htm
http://dati.senato.it/gruppo/49	Partito Democratico	1376	Giuseppe	Lumia	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00001376.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29054	Claudio	Broglia	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029054.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29112	Josefa	Idem	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029112.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29096	Elena	Ferrara	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029096.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29111	Paolo	Guerrieri Paleotti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029111.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29037	Ignazio	Angioni	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029037.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29095	Nicoletta	Favero	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029095.htm
http://dati.senato.it/gruppo/49	Partito Democratico	991	Anna	Finocchiaro	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000991.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29173	Angelica	Saggese	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029173.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29052	Daniele Gaetano	Borioli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029052.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25424	Luciano	Pizzetti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025424.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29166	Laura	Puppato	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029166.htm
http://dati.senato.it/gruppo/49	Partito Democratico	2313	Ugo	Sposetti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002313.htm
http://dati.senato.it/gruppo/49	Partito Democratico	1426	Luigi	Manconi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00001426.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29087	Rosa Maria	Di Giorgi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029087.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25226	Maria Teresa	Bertuzzi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025226.htm
http://dati.senato.it/gruppo/49	Partito Democratico	25235	Raffaele	Ranucci	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025235.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29076	Giuseppe Luigi Salvatore	Cucca	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029076.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29071	Roberto	Cociancich	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029071.htm
http://dati.senato.it/gruppo/49	Partito Democratico	5126	Nicola	Latorre	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00005126.htm
http://dati.senato.it/gruppo/49	Partito Democratico	21593	Rosaria	Capacchione	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00021593.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29141	Mario	Morgoni	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029141.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29150	Pamela Giacoma Giovanna	Orru'	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029150.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29138	Franco	Mirabelli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029138.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29122	Carlo	Lucherini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029122.htm
http://dati.senato.it/gruppo/49	Partito Democratico	1458	Andrea	Marcucci	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00001458.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29107	Nadia	Ginetti	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029107.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29113	Bachisio Silvio	Lai	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029113.htm
http://dati.senato.it/gruppo/49	Partito Democratico	17796	Walter	Tocci	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017796.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29040	Bruno	Astorre	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029040.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	29197	Vittorio	Zizza	Membro	2015-05-30	2017-04-01	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029197.htm
http://dati.senato.it/gruppo/56	Alleanza Liberalpopolare-Autonomie (Movimento per le Autonomie)	17823	Ciro	Falanga	Membro	2015-05-30	2015-07-28	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017823.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	22717	Anna Cinzia	Bonfrisco	Membro	2015-05-30	2017-02-27	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022717.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	752	Antonio	D'Ali'	Membro	2013-11-15	2014-10-12	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000752.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	25458	Antonio	Milo	Membro	2015-05-30	2016-04-29	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025458.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	19020	Massimo	Cassano	Membro	2013-11-15	2017-07-24	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00019020.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	22707	Andrea	Augello	Membro	2013-11-15	2015-12-20	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022707.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	1148	Carlo	Giovanardi	Membro	2013-11-15	2015-12-20	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00001148.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	1148	Carlo	Giovanardi	Membro	2015-12-21	2017-05-24	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00001148.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	29125	Bruno	Mancuso	Membro	2013-11-15	2013-11-21	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029125.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	29118	Pietro	Liuzzi	Membro	2015-05-30	2017-04-01	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029118.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	25261	Luigi	D'Ambrosio Lettieri	Membro	2015-05-30	2017-04-01	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025261.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	29120	Eva	Longo	Membro	2015-05-30	2015-07-28	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029120.htm
http://dati.senato.it/gruppo/56	Noi con l'Italia	29188	Lucio	Tarquinio	Presidente	2017-12-22	2018-01-15	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029188.htm
http://dati.senato.it/gruppo/56	ALA - Alleanza Liberalpopolare Autonomie	29114	Pietro	Langella	Membro	2015-07-29	2017-12-11	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029114.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	29159	Luigi	Perrone	Membro	2015-05-30	2017-04-01	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029159.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	3923	Antonio	Azzollini	Membro	2013-11-15	2016-08-03	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00003923.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	29199	Federica	Chiavaroli	Membro	2013-11-15	2013-11-21	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029199.htm
http://dati.senato.it/gruppo/56	Nuovo Centrodestra	4639	Giuseppe	Esposito	Membro	2013-11-15	2017-02-09	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004639.htm
http://dati.senato.it/gruppo/56	Alleanza Liberalpopolare-Autonomie (Movimento per le Autonomie)	17911	Riccardo	Conti	Membro	2015-07-29	2017-02-09	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017911.htm
http://dati.senato.it/gruppo/56	Conservatori, Riformisti italiani	29207	Francesco	Bruni	Membro	2015-05-30	2017-04-01	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029207.htm
http://dati.senato.it/gruppo/56	Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Movimento Base Italia, Idea, Euro-Exit)	18715	Gaetano	Quagliariello	Membro	2015-12-21	2017-05-24	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00018715.htm
http://dati.senato.it/gruppo/9	Misto	29160	Alessia	Petraglia	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029160.htm
http://dati.senato.it/gruppo/9	Misto	17578	Loredana	De Petris	Presidente	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017578.htm
http://dati.senato.it/gruppo/9	Misto	29186	Dario	Stefano	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029186.htm
http://dati.senato.it/gruppo/9	Misto	29041	Giovanni	Barozzino	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029041.htm
http://dati.senato.it/gruppo/33	Lega Nord e Autonomie	25531	Silvana Andreina	Comaroli	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025531.htm
http://dati.senato.it/gruppo/33	Lega Nord e Autonomie	25528	Nunziante	Consiglio	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025528.htm
http://dati.senato.it/gruppo/33	Lega Nord e Autonomie	4569	Giacomo	Stucchi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004569.htm
http://dati.senato.it/gruppo/33	Lega Nord e Autonomie	29039	Paolo	Arrigoni	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029039.htm
http://dati.senato.it/gruppo/70	Per l'Italia	17695	Alessandro	Maran	Membro	2013-12-10	2015-02-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017695.htm
http://dati.senato.it/gruppo/70	Grandi Autonomie e Libertà	29203	Salvatore Tito	Di Maggio	Vicepresidente	2013-12-12	2014-11-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029203.htm
http://dati.senato.it/gruppo/70	Per l'Italia	6472	Linda	Lanzillotta	Membro	2013-12-10	2015-02-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00006472.htm
http://dati.senato.it/gruppo/70	Per l'Italia	22922	Benedetto	Della Vedova	Membro	2013-12-10	2015-02-25	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022922.htm
http://dati.senato.it/gruppo/70	Per l'Italia	28543	Mario	Monti	Membro	2013-12-10	2015-02-25	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00028543.htm
http://dati.senato.it/gruppo/70	Per l'Italia	29187	Gianluca	Susta	Presidente	2013-12-10	2015-02-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029187.htm
http://dati.senato.it/gruppo/70	Per l'Italia	29211	Stefania	Giannini	Segretario	2013-12-10	2015-02-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029211.htm
http://dati.senato.it/gruppo/70	Per l'Italia	29080	Gianpiero	Dalla Zuanna	Membro	2013-12-10	2014-06-18	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029080.htm
http://dati.senato.it/gruppo/70	Per l'Italia	11320	Pietro	Ichino	Membro	2013-12-10	2015-02-17	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00011320.htm
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	2553	Karl	Zeller	Presidente	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002553.htm
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	29045	Hans	Berger	Segretario	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029045.htm
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	29115	Albert	Laniece	Vicepresidente	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029115.htm
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	29090	Daniela	Donno	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029090.htm
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	29069	Lello	Ciampolillo	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029069.htm
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	29154	Sara	Paglini	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029154.htm
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	29117	Barbara	Lezzi	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029117.htm
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	29108	Gianni Pietro	Girotto	Membro	2013-03-19	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029108.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	17704	Giovanni	Mauro	Membro	2013-03-20	2013-04-29	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017704.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	29049	Giovanni	Bilardi	Membro	2013-03-20	2013-04-29	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029049.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	961	Mario	Ferrara	Presidente	2013-03-20	2018-03-22	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000961.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	22863	Lucio	Barani	Membro	2013-03-20	2015-07-28	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022863.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	17552	Laura	Bianconi	Membro	2013-03-20	2013-11-14	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017552.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	29073	Giuseppe	Compagnone	Membro	2013-03-20	2013-04-29	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029073.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	2214	Antonio	Scavone	Membro	2013-03-20	2013-04-29	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002214.htm
http://dati.senato.it/gruppo/72	Alleanza Liberalpopolare-Autonomie	2214	Antonio	Scavone	Membro	2015-07-29	2017-12-21	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002214.htm
http://dati.senato.it/gruppo/72	Noi con l'Italia	2214	Antonio	Scavone	Membro	2017-12-22	2018-01-15	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00002214.htm
http://dati.senato.it/gruppo/72	Grandi Autonomie e Libertà	25359	Jonny	Crosio	Membro	2013-03-20	2013-05-07	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025359.htm
http://dati.senato.it/gruppo/72	Nuovo Centrodestra	656	Luigi	Compagna	Membro	2013-03-20	2013-11-19	17	inizio	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000656.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29105	Francesco	Giacobbe	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029105.htm
http://dati.senato.it/gruppo/49	Partito Democratico	28924	Francesco	Verducci	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00028924.htm
http://dati.senato.it/gruppo/49	Partito Democratico	20658	Luigi	Zanda	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00020658.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29358	Vincenzo	D'Arienzo	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029358.htm
http://dati.senato.it/gruppo/49	Partito Democratico	32669	Assuntela	Messina	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00032669.htm
http://dati.senato.it/gruppo/49	Partito Democratico	29040	Bruno	Astorre	Membro	2018-03-27		18	inizio	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029040.htm
