gruppo	nomeGruppo	senatore	nome	cognome	carica	carica_en	inizio	fine	legislatura	provenance
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/25412	Mariarosaria	Rossi	Tesoriere	Treasurer	2016-07-15	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/3923	Antonio	Azzollini	Membro	Member	2016-08-04	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/3939	Renato	Schifani	Membro	Member	2016-08-05	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29135	Mario	Mauro	Membro	Member	2017-03-08	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/25539	Roberto	Cassinelli	Membro	Member	2017-04-20	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/30913	Domenico	Auricchio	Membro	Member	2017-06-28	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29212	Enrico	Piccinelli	Membro	Member	2017-06-28	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/19020	Massimo	Cassano	Membro	Member	2017-07-25	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29163	Giovanni	Piccoli	Membro	Member	2017-10-31	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/29083	Cristina	De Pietro	Membro	Member	2017-12-06	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/56	Forza Italia-Il Popolo della Libertà XVII Legislatura	http://dati.senato.it/senatore/17614	Franco	Mugnai	Membro	Member	2017-12-21	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/74	Giulio	Andreotti	Membro	Member	2013-03-19	2013-05-06	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/638	Emilio	Colombo	Membro	Member	2013-03-19	2013-06-24	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29100	Vittorio	Fravezzi	Vicepresidente	Vice president	2013-03-19	2014-03-25	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/1686	Riccardo	Nencini	Vicepresidente Vicario	Deputy vice president	2013-03-19	2014-03-25	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29156	Franco	Panizza	Membro	Member	2013-03-19	2017-04-04	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29045	Hans	Berger	Segretario	Secretary	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29115	Albert	Laniece	Vicepresidente	Vice president	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29121	Fausto	Longo	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/29155	Francesco	Palermo	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/2553	Karl	Zeller	Presidente	President	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP, UV, PATT, UPT) - PSI	http://dati.senato.it/senatore/17879	Enrico	Buemi	Membro	Member	2013-05-23	2014-03-25	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30511	Elena	Cattaneo	Membro	Member	2013-11-27	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30510	Carlo	Rubbia	Membro	Member	2013-11-27	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29100	Vittorio	Fravezzi	Vicepresidente Vicario	Deputy vice president	2014-03-26	2017-04-04	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/17879	Enrico	Buemi	Vicepresidente	Vice president	2014-03-26	2017-11-20	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/1686	Riccardo	Nencini	Membro	Member	2014-03-26	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29042	Lorenzo	Battista	Membro	Member	2014-09-11	2017-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29148	Andrea	Olivero	Membro	Member	2014-12-03	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29169	Lucio	Romano	Membro	Member	2014-12-03	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/23008	Maria Paola	Merloni	Membro	Member	2014-12-18	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/1672	Giorgio	Napolitano	Membro	Member	2015-01-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/594	Carlo Azeglio	Ciampi	Membro	Member	2015-03-18	2016-09-16	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/30512	Renzo	Piano	Membro	Member	2015-03-18	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29149	Luis Alberto	Orellana	Membro	Member	2015-10-21	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29100	Vittorio	Fravezzi	Membro	Member	2017-04-05	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/29156	Franco	Panizza	Vicepresidente	Vice president	2017-04-05	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/69	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE	http://dati.senato.it/senatore/17879	Enrico	Buemi	Membro	Member	2017-12-21	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29135	Mario	Mauro	Presidente	President	2013-03-19	2013-05-07	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29187	Gianluca	Susta	Vicepresidente Vicario	Deputy vice president	2013-03-19	2013-05-07	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/22814	Antonio	De Poli	Vicepresidente	Vice president	2013-03-19	2013-05-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/17695	Alessandro	Maran	Membro	Member	2013-03-19	2013-05-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29169	Lucio	Romano	Membro	Member	2013-03-19	2013-05-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29196	Claudio	Zin	Membro	Member	2013-03-19	2013-07-08	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29080	Gianpiero	Dalla Zuanna	Membro	Member	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/22922	Benedetto	Della Vedova	Membro	Member	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29211	Stefania	Giannini	Segretario	Secretary	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/11320	Pietro	Ichino	Membro	Member	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/6472	Linda	Lanzillotta	Membro	Member	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/28543	Mario	Monti	Membro	Member	2013-03-19	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/25517	Aldo	Di Biagio	Membro	Member	2013-03-19	2013-12-11	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29203	Salvatore Tito	Di Maggio	Membro	Member	2013-03-19	2013-12-11	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29089	Angela	D'Onghia	Membro	Member	2013-03-19	2013-12-11	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29036	Gabriele	Albertini	Membro	Member	2013-03-19	2014-03-03	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29171	Maurizio	Rossi	Membro	Member	2013-03-19	2014-04-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29148	Andrea	Olivero	Membro	Member	2013-03-19	2014-12-02	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/520	Pier Ferdinando	Casini	Membro	Member	2013-03-19	2014-12-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29129	Luigi	Marino	Membro	Member	2013-03-19	2014-12-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/23008	Maria Paola	Merloni	Membro	Member	2013-03-19	2014-12-17	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29187	Gianluca	Susta	Presidente	President	2013-05-08	2013-11-05	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29135	Mario	Mauro	Membro	Member	2013-05-08	2014-11-17	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29169	Lucio	Romano	Vicepresidente	Vice president	2013-05-14	2013-11-05	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/17695	Alessandro	Maran	Vicepresidente Vicario	Deputy vice president	2013-05-14	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/22814	Antonio	De Poli	Membro	Member	2013-05-14	2014-12-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29187	Gianluca	Susta	Membro	Member	2013-11-06	2013-12-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Scelta Civica per l'Italia	http://dati.senato.it/senatore/29169	Lucio	Romano	Presidente	President	2013-11-06	2014-12-02	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Per l'Italia	http://dati.senato.it/senatore/29203	Salvatore Tito	Di Maggio	Vicepresidente	Vice president	2013-12-12	2014-11-17	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Per l'Italia	http://dati.senato.it/senatore/29089	Angela	D'Onghia	Segretario d'Aula	Chamber secretary	2013-12-12	2014-11-17	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Per l'Italia	http://dati.senato.it/senatore/25517	Aldo	Di Biagio	Vicepresidente Vicario	Deputy vice president	2013-12-12	2014-11-19	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/70	Per l'Italia	http://dati.senato.it/senatore/25517	Aldo	Di Biagio	Vicepresidente	Vice president	2014-11-20	2014-12-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29056	Elisa	Bulgarelli	Membro	Member	2013-03-19	2013-04-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29146	Maria	Mussini	Membro	Member	2013-03-19	2013-04-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29149	Luis Alberto	Orellana	Membro	Member	2013-03-19	2013-04-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29164	Sergio	Puglia	Membro	Member	2013-03-19	2013-04-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29133	Marino Germano	Mastrangeli	Membro	Member	2013-03-19	2013-04-30	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29075	Vito Claudio	Crimi	Presidente	President	2013-03-19	2013-06-16	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29143	Nicola	Morra	Membro	Member	2013-03-19	2013-06-16	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29084	Paola	De Pin	Membro	Member	2013-03-19	2013-06-23	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29104	Adele	Gambaro	Membro	Member	2013-03-19	2013-06-23	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29038	Fabiola	Anitori	Membro	Member	2013-03-19	2013-06-27	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29106	Mario Michele	Giarrusso	Membro	Member	2013-03-19	2013-07-31	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29064	Monica	Casaletto	Membro	Member	2013-03-19	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29065	Gianluca	Castaldi	Membro	Member	2013-03-19	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29189	Paola	Taverna	Membro	Member	2013-03-19	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29193	Giuseppe	Vacciano	Membro	Member	2013-03-19	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29042	Lorenzo	Battista	Membro	Member	2013-03-19	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29139	Francesco	Molinari	Membro	Member	2013-03-19	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29174	Vincenzo	Santangelo	Membro	Member	2013-03-19	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29051	Fabrizio	Bocchino	Membro	Member	2013-03-19	2014-02-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29058	Francesco	Campanella	Membro	Member	2013-03-19	2014-02-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29044	Alessandra	Bencini	Membro	Member	2013-03-19	2014-03-06	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29048	Laura	Bignami	Membro	Member	2013-03-19	2014-03-06	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29168	Maurizio	Romani	Membro	Member	2013-03-19	2014-03-06	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29158	Bartolomeo	Pepe	Membro	Member	2013-03-19	2014-03-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29053	Laura	Bottici	Membro	Member	2013-03-19	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29055	Maurizio	Buccarella	Membro	Member	2013-03-19	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29093	Elena	Fattori	Membro	Member	2013-03-19	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29161	Vito Rosario	Petrocelli	Membro	Member	2013-03-19	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29179	Manuela	Serra	Membro	Member	2013-03-19	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29070	Andrea	Cioffi	Membro	Member	2013-03-19	2014-07-14	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29102	Luigi	Gaetti	Membro	Member	2013-03-19	2014-07-14	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29132	Bruno	Marton	Membro	Member	2013-03-19	2014-07-14	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29083	Cristina	De Pietro	Membro	Member	2013-03-19	2014-10-08	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29034	Alberto	Airola	Membro	Member	2013-03-19	2014-10-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29066	Nunzia	Catalfo	Membro	Member	2013-03-19	2014-10-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29140	Michela	Montevecchi	Membro	Member	2013-03-19	2014-10-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29177	Marco	Scibona	Membro	Member	2013-03-19	2014-10-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29181	Ivana	Simeoni	Membro	Member	2013-03-19	2015-01-07	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29130	Carlo	Martelli	Membro	Member	2013-03-19	2015-01-15	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29142	Vilma	Moronese	Membro	Member	2013-03-19	2015-04-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29050	Rosetta Enza	Blundo	Membro	Member	2013-03-19	2015-11-02	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29074	Roberto	Cotti	Membro	Member	2013-03-19	2015-11-02	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29101	Serenella	Fucksia	Membro	Member	2013-03-19	2015-12-28	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29123	Stefano	Lucidi	Membro	Member	2013-03-19	2016-05-11	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29046	Ornella	Bertorotta	Membro	Member	2013-03-19	2016-09-12	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29147	Paola	Nugnes	Membro	Member	2013-03-19	2017-03-27	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29061	Enrico	Cappelletti	Membro	Member	2013-03-19	2017-06-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29091	Giovanni	Endrizzi	Membro	Member	2013-03-19	2017-10-04	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29069	Lello	Ciampolillo	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29090	Daniela	Donno	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29108	Gianni Pietro	Girotto	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29117	Barbara	Lezzi	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29154	Sara	Paglini	Membro	Member	2013-03-19	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29149	Luis Alberto	Orellana	Vicepresidente	Vice president	2013-04-16	2013-07-31	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29056	Elisa	Bulgarelli	Vicepresidente	Vice president	2013-04-16	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29146	Maria	Mussini	Segretario	Secretary	2013-04-16	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29164	Sergio	Puglia	Tesoriere	Treasurer	2013-04-16	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29127	Giovanna	Mangili	Membro	Member	2013-04-17	2017-06-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29143	Nicola	Morra	Presidente	President	2013-06-17	2013-09-29	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29075	Vito Claudio	Crimi	Membro	Member	2013-06-17	2015-07-23	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29106	Mario Michele	Giarrusso	Vicepresidente	Vice president	2013-08-01	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29149	Luis Alberto	Orellana	Membro	Member	2013-08-01	2014-02-26	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29064	Monica	Casaletto	Segretario	Secretary	2013-09-30	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29189	Paola	Taverna	Presidente	President	2013-09-30	2014-01-09	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29146	Maria	Mussini	Membro	Member	2013-09-30	2014-03-06	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29065	Gianluca	Castaldi	Vicepresidente	Vice president	2013-09-30	2014-04-13	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29193	Giuseppe	Vacciano	Tesoriere	Treasurer	2013-09-30	2015-01-07	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29164	Sergio	Puglia	Membro	Member	2013-09-30	2016-09-12	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29056	Elisa	Bulgarelli	Membro	Member	2013-09-30	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29143	Nicola	Morra	Membro	Member	2013-09-30	2018-03-22	17	variazioni_gruppi_17
http://dati.senato.it/gruppo/71	Movimento 5 Stelle	http://dati.senato.it/senatore/29042	Lorenzo	Battista	Segretario	Secretary	2014-01-10	2014-02-26	17	variazioni_gruppi_17
